qid;query;automatically_detected_nuggets
2024-40996;how does classical condition affect loss of a loved one;"['Loss triggers conditioned grief responses.', 'Neutral stimuli become grief cues.', 'Grief cues automatically trigger sadness.', 'Repeated exposure strengthens grief associations.', 'Extinction weakens conditioned grief.', 'Counter-conditioning helps manage grief.', 'Specific triggers vary (songs, smells, sights).', 'Avoidance prolongs grief; facing it helps heal.', 'Grief impacts mood, memory, perception.', 'Emotional reactions include anger, depression.', 'Physical symptoms include fatigue, sleep issues.', 'Intense yearning can hinder healing.', 'Helplessness worsens sadness, loneliness.', 'Secondary losses intensify grief.', 'Sudden loss prevents anticipatory grieving.', 'Multiple losses compound grief intensity.', 'Anniversary reactions trigger grief responses.', 'Traumatic grief is more intense, prolonged.', 'Support systems aid grief coping.', 'Complicated grief may need professional help.']"
2024-219896;why is agriculture a big problem;"['Climate change: agriculture is a major contributor to greenhouse gas emissions', 'Deforestation: agricultural expansion is a leading cause of habitat loss', 'Biodiversity loss: monoculture farming and habitat destruction reduce biodiversity', 'Water pollution: fertilizer and pesticide runoff contaminate water sources', 'Soil degradation: erosion and nutrient depletion reduce soil fertility', 'Food insecurity: unequal distribution and climate impacts exacerbate hunger', 'Unsustainable practices: intensive farming depletes resources and harms the environment', 'Overuse of pesticides: health risks and environmental damage', 'Intensive livestock farming: high emissions and manure management problems', 'Dependence on fossil fuels: machinery, transportation, and fertilizers', 'Food waste: significant losses throughout the supply chain', 'Economic challenges for small farms: low profitability and competition', 'Health risks: pesticide exposure and antibiotic resistance', 'Water scarcity: irrigation demands strain water resources', 'Inefficient water management: high water use in agriculture', 'Lack of access to technology and resources: hinders sustainable practices in developing countries', 'High input costs: fertilizers, pesticides, machinery, and labor']"
2024-225150;why was this conquest a turning point in global history?;"['Global power shift', 'Rise of European powers', 'New World colonization', 'Transatlantic slave trade', 'Transformation of world economies', 'Demographic shifts', 'Shift in global trade routes', 'Increased global interconnectedness', 'Spread of European culture', 'Colonial exploitation of resources', 'Destruction of indigenous cultures', 'Legacy of colonialism']"
2024-153070;what teachers know and say about book bans;"['Teachers defend books’ educational value.', 'Banned books explore mature themes, diverse views.', 'Concerns: profanity, sex, violence, racism.', 'Bans limit open discussions, critical thinking.', 'Parents, school boards drive book bans.', 'Some bans target alternative lifestyles, political views.', 'Teachers may avoid controversy to prevent conflict.', 'Compromises: restricted access, parental consent.', 'Teachers help students analyze challenging content.', 'Book bans ironically increase interest.', 'ALA combats book censorship.', 'Teachers write rationales for book selections.', 'Rationales justify books’ place in curriculum.', 'Lack of rationales leads to self-censorship.', 'Teachers consider student age, school community.', 'Book bans spark debate about age appropriateness.', 'Parents express anger over book choices.', 'Some books challenged for political messages.', 'Books banned for graphic content, language.', 'LGBTQ+ themes frequently targeted.', 'Teachers emphasize literary merit, authentic characters.', 'Discussions about fairness, injustice, loyalty.', 'Books offer honesty about identity, experiences.', 'Inclusive books teach tolerance, acceptance.', 'Censorship restricts access to diverse perspectives.', 'Book bans violate students’ constitutional rights.', 'Portrayal of Black people often from white perspective.', 'Outdated perspectives harm students’ understanding of racism.', 'Antiracist lens needed for teaching sensitive texts.', 'Challenges differ from bans.', 'Supreme Court protects students’ First Amendment rights.']"
2024-215094;why did americans think immigrants wamted to take their jobs;"['Fear of job displacement by cheaper labor.', 'Competition for limited jobs during economic downturns.', 'Immigrants took low-wage jobs Americans avoided.', 'Concerns about wage depression for low-skilled workers.', 'Employers hired undocumented workers for low wages.', 'Anti-immigrant sentiment fueled by unemployment anxieties.', 'Economic anxieties exploited by politicians.', 'Immigrants scapegoated for economic hardship.', 'Myth of a fixed number of jobs.', 'Nativist sentiment and historical prejudice.', 'Cultural differences fueled anxieties and stereotypes.', 'Strain on social services and tax burden.']"
2024-214333;why are prisons concerned with the potential of inmates gaining;"['Escape attempts endanger public safety.', 'Gang activity threatens prison order and security.', 'Weapons threaten safety.', 'Inmate violence endangers staff and other inmates.', 'Contraband threatens security and order.', 'Unauthorized communication aids criminal activity.', 'Drug use threatens health, security, and rehabilitation.', 'Cell phones facilitate criminal activity.', 'Inmates with outside resources pose security threats.', 'Access to technology enables criminal activity.', 'Inmate access to internet poses security risks.']"
2024-34583;how can parents help their children achieve high congruence?;"['Unconditional positive regard', 'Active listening', 'Open communication', 'Empathy and compassion', 'Support autonomy', 'Value individuality', 'Authoritative parenting style', 'Consistent expectations', 'Fair discipline', 'Positive reinforcement', 'Encourage self-reflection', 'Promote self-awareness', 'Set realistic expectations', 'Help cope with failure', 'Praise effort, not outcome', 'Acknowledge achievements', 'Focus on strengths', 'Avoid comparisons', 'Love and acceptance', 'Constructive problem-solving', 'Strong parent-child bond', 'Healthy family lifestyle', 'Model congruence', 'Mindful communication', 'Emotional intelligence', 'Resilience building']"
2024-224339;why should you choose to engage in activities that you enjoy?;"['Increased happiness and life satisfaction', 'Stress relief', 'Improved mood and stress reduction', 'Boosted self-esteem and confidence', 'Enhanced sense of purpose and fulfillment', 'Intrinsic motivation and passion', 'Fun and enjoyable experiences', 'Reduced boredom', 'Improved physical health', 'Increased energy and vitality', 'Improved emotional regulation', 'Greater resilience to life challenges', 'Social connection', 'Skill development', 'Creativity boost', 'Passion discovery', 'Self-efficacy', 'Healthy coping mechanism', 'Positive distraction', 'Achievement and pride', 'Breaking dead-end routines', 'Lower depression rates', 'Stronger relationships', 'Improved focus and concentration', 'Mental escape and relaxation', 'Cognitive improvement', 'Balance in life', 'Meaningful life', 'Increased longevity', 'Avoiding isolation and loneliness']"
2024-223829;why labour’s plan to revive british rail won’t bring down ticket prices;"['Existing fare structure complexities.', 'Private operators profit from fares.', 'Public ownership doesn’t automatically lower fares.', 'High fixed costs in rail network.', 'Labour’s plan may not fully nationalize.', 'Franchising system complexities.', 'Complex funding mechanisms.', 'Profit going to government, not fares.', 'Public ownership may not eliminate waste.', 'Government interference hinders efficiency.', 'Messy privatization legacy.', 'Political opposition to nationalization.', 'Network Rail ownership unclear.', 'Subsidies may not decrease.', 'Increased competition not guaranteed.']"
2024-223855;why many women flocked to big corporations in the 1900s;"['World War I labor shortages', 'World War II labor shortages', 'Higher wages than domestic work', 'Expanding factory system offered jobs', 'Escape poverty and farm/mill work', 'Urbanization and new job markets', 'New clerical and office jobs', 'Rise of department stores and retail', 'Increased demand for factory workers', 'New job opportunities in sales', 'Mass production created new roles', 'Women sought financial independence', 'Desire for personal freedom', 'Challenging societal gender roles', 'Improved wages and benefits (eventually)', 'Consumerism fueled job growth', 'Increased opportunities in wartime industries', 'More job options than traditional roles', 'Progressive Era social changes', 'Growth of new industries']"
2024-221022;why is history in europe often only written positivly;"['Victors write history, shaping perspectives', 'Nationalism promoted positive national narratives', 'Eurocentrism presented Europe as superior', 'Elite perspectives dominated historical accounts', 'Governments influenced historical narratives', 'Emphasis on achievements, ignoring failures', 'Desire to create a unified national identity', 'Self-serving narratives by powerful groups', 'Positive narratives reinforce national pride', 'Omission of inconvenient truths', 'Oppressed groups’ voices often unheard', 'Bias in historical investigation persists', 'Popular history often simplifies and distorts', 'Historical revisionism to shape public opinion', 'Historians’ biases influence interpretations', 'Focus on grand narratives, neglecting individual experiences', 'Suppression of negative aspects to maintain image', 'Hand-copied history prone to errors and bias', 'Propaganda intentionally distorts truth', 'Conflicting interpretations of historical events']"
2024-223382;why is there no charity in mithila?;"['Flooding causes massive crop destruction', 'Weak economy hinders charitable giving', 'Absence of industry limits resources', 'Poverty attributed to sin in Hinduism', 'Limited charitable donations', 'Mithila is impoverished', 'Poor treated as ""untouchables""', 'Criminalized politics', 'Youth migration for opportunities', 'Poor educational infrastructure', 'Traditional artwork resurgence', 'Government support for Mithila painting']"
2024-66937;how mighht a counselors attitudes, values and beliefs be shaped;"['Personal experiences shape attitudes and beliefs.', 'Family and cultural context significantly impact values.', 'Education and professional training refine attitudes and beliefs.', 'Life challenges and social interactions reshape values and attitudes.', 'Religious and community norms shape values and worldview.', 'Exposure to diverse perspectives broadens understanding.', 'Addressing personal biases is essential.', 'Self-reflection and supervision foster awareness.', 'Values are learned through observation and experience.', 'Beliefs and values inform each other.', 'Significant life events reshape values.', 'Theoretical orientation shapes counseling approach.', 'Media exposure influences beliefs.', 'Prolonged exposure to conflicting values can reshape beliefs.', 'Good counselors are aware of their values and beliefs.', 'Ongoing professional development is crucial.', 'Counselors are human and experience challenges.', 'Workplace ethics and job roles shape values.', 'Values influence the counseling relationship.', 'Countertransference can impact the counseling relationship.', 'Understanding client worldviews is essential.', 'Personal therapy enhances self-awareness.', 'Mentors influence development.', 'Peer interactions shape beliefs.', 'Trauma can significantly impact beliefs.', 'Socioeconomic background shapes perspectives.', 'Innate need to justify one’s place in the world.', 'Empathy and compassion are essential traits.', 'Cultural competency training is vital.', 'Ethical guidelines shape professional conduct.']"
2024-25003;does a teacher self reflections change over time for teachers;"['Teacher self-reflection evolves with experience.', 'Reflection content shifts from basic skills to complex issues.', 'Changes in beliefs and pedagogy influence reflection.', 'Reflection improves teaching effectiveness and student learning.', 'Reflection adapts to changing student needs and curriculum.', 'Experienced teachers reflect on broader pedagogical issues.', 'Early reflections focus on classroom management.', 'Later reflections address deeper pedagogical concerns.', 'Peer feedback enhances self-reflection effectiveness.', 'Student feedback and data analysis improve reflection quality.', 'Self-assessment is crucial for professional development.', 'Reflection helps teachers identify strengths and weaknesses.', 'Timely reflection is more insightful than delayed reflection.', 'Reflection is an ongoing process of continuous improvement.', 'E-learning tools support self-reflection and professional growth.', 'Teachers adjust instruction based on reflective insights.', 'Reflection identifies areas for improvement and informs goal setting.', 'Engaging with colleagues broadens teaching perspectives.', 'Theoretical literature extends understanding of teaching practices.']"
2024-218590;why does figurative language uplift moods;"['Creates strong emotional responses.', 'Engages emotions, improves mood.', 'Paints vivid pictures, exciting engagement.', 'Appeals to senses, creates imagery.', 'Transforms ordinary into significant.', 'Invites reader into writer’s experience.', 'Expresses abstract thoughts, connects emotionally.', 'Metaphors, similes, personification enhance mood.', 'Adds depth, texture to writing.', 'Heightens senses, adds expression.', 'Evokes emotions, better reader experience.', 'Makes abstract concepts relatable.', 'Adds humor, emphasis, and other expressions.', 'Uses sensory details, creates mental images.']"
2024-142084;what happens when racial stereotypes go too far;"['Dehumanization and violence become more likely.', 'Systemic oppression and marginalization are reinforced.', 'Racial stereotypes fuel discrimination and hate crimes.', 'Extreme stereotypes can lead to dehumanization and violence.', 'They perpetuate systemic inequalities and injustice.', 'Negative stereotypes damage self-esteem and potential.', 'Stereotype threat exacerbates achievement gaps.', 'Subconscious stereotypes bias decisions and actions.', 'Racial stereotypes affect hiring and promotion decisions.', 'They limit opportunities and cause harm.', 'Racial stereotypes cause self-fulfilling prophecies.', 'Microaggressions arise from racial stereotypes.', 'Racial stereotypes lead to isolation and mental health issues.', 'Stereotypes justify prejudices and ignorance.', 'Racial stereotypes impact resource allocation.', 'They contribute to hostile learning environments.', 'Stereotypes can lead to job loss and missed opportunities.', 'Internalized stereotypes reduce self-efficacy.', 'They fuel political division and conflict.', 'Racial stereotypes affect mental and physical health.', 'They can result in unfair treatment by law enforcement.', 'Stereotypes hinder cross-cultural understanding and empathy.', 'Media and culture perpetuate harmful stereotypes.', 'Color-blind racism denies ongoing discrimination.', 'Harmful stereotypes impact children’s academic performance.', 'Internalized stereotypes lead to self-destructive behavior.', 'Even seemingly harmless jokes can cause pain.', 'Profiling and unfair treatment become commonplace.']"
2024-38986;how do we support life on other planets;"['Establishing lunar outposts: stepping stone', 'Colonizing other planets: survival hedge', 'Vast resources: metals, energy', 'Technological advancements: spacecraft, habitats', 'Life support systems: enclosed biospheres', 'Food production: space agriculture', 'Liquid water: essential for life', 'Suitable temperature and atmospheric pressure', 'Essential elements: carbon, oxygen, nitrogen', 'Energy sources: sunlight, geothermal', 'Suitable gravity: for organism function', 'Planetary magnetic field: protection from radiation', 'Planetary protection: preventing contamination']"
2024-221364;why is it important to not have another genocide;"['Prevent immense human suffering', 'Uphold fundamental human rights', 'Maintain global peace and stability', 'Respect inherent human dignity', 'Genocide is a crime against humanity', 'Moral imperative to protect human life', 'Collective responsibility to prevent genocide', 'Avoid repeating history’s horrors', 'Avert humanitarian crises and mass violence', 'Prevent societal collapse and instability', 'Avoid mass displacement and refugee crises', 'Prevent widespread economic devastation', 'Preserve cultural heritage', 'Uphold international law', 'Promote justice and accountability', 'Deter future atrocities', 'Learn from past mistakes', 'Strengthen international cooperation']"
2024-35596;how did electronic journalism influence politics?;"['Electronic media shapes political discourse.', 'Media bias influences public opinion.', 'Agenda-setting shapes public perception.', 'Investigative journalism enhances accountability.', 'Politicians use media strategically.', 'Social media amplifies political voices.', '24/7 news cycle increases political pressure.', 'Media coverage influences election outcomes.', 'Spread of misinformation impacts elections.', 'Infotainment blurs news and entertainment.', 'Online platforms facilitate direct voter-politician interaction.', 'Partisan journalism openly favors parties.', 'New media offers immediate wide publicity.', 'Images influence voter perception.', 'Decline in media trust impacts engagement.', 'Electronic media increased political participation.', 'Increased political transparency and accountability.', 'Revolving door between media and politics.', 'Citizen journalism expands news sources.', 'Government regulation limits media impact.']"
2024-44005;how has russian propaganda effected the american populas;"['Russian propaganda amplified US political divisions.', 'Disinformation campaigns targeted US voters.', 'Pro-Trump, anti-Clinton narratives were spread.', 'Goal: manipulate US decision-making.', 'Exploited US anger over inequality.', 'Fabricated stories damaged Clinton’s image.', 'Mainstream media sometimes amplified narratives.', 'Russian interference influenced the 2016 election.', 'Social media algorithms amplified biases.', 'Bots and trolls spread propaganda.', 'Information warfare altered public perceptions.', 'Demoralization efforts spanned decades.', 'Russian tactics globally influence elections.', 'Disinformation remains a national security threat.']"
2024-111331;is school lunch quality declining due to inflation;"['Inflation increases school lunch costs', 'Higher food prices affect menu options', 'Schools may cut healthy options', 'Healthier options are more expensive', 'Government reimbursements don’t cover costs', 'Many schools already operate at a loss', 'Rising costs necessitate price increases', 'Increased food costs impact nutrition', 'Processed foods are cheaper', 'Schools rely on heavily processed foods', 'Higher food costs affect smaller districts more', 'Increased standards make participation challenging', 'Reduced revenue for some schools', 'Labor costs increase school lunch expenses', 'Inflation impacts fresh produce availability', 'Reduced-price lunch programs are underfunded', 'Privatization linked to lower test scores', 'Private firms prioritize profit over nutrition', 'Outsourced food service offers less healthy options']"
2024-32502;how are democratic values best demonstrated by the police?;"['Accountability for conduct', 'Respect for human rights', 'Equal treatment of all', 'Impartial law enforcement', 'Transparency in decisions', 'Minimum necessary force', 'Community partnerships', 'Responsiveness to community', 'Professionalism and ethics', 'Commitment to democratic values', 'Objective, evidence-based decisions', 'Procedural justice', 'Addressing implicit bias', 'Holding officers accountable', 'Protecting peaceful protests', 'Fair and equitable treatment', 'Upholding constitutional rights', 'Building community trust']"
2024-217582;why do people not express their opinions;"['Fear of negative consequences', 'Social pressure', 'Desire for approval', 'Avoiding conflict', 'Unwillingness to be judged', 'Past negative experiences', 'Low self-esteem', 'Lack of confidence', 'Fear of rejection', 'Poor communication skills', 'Belief voice lacks importance', 'Perceived unpopularity', 'Risk of appearing incompetent', 'Risk of losing favor', 'Consideration for others feelings', 'Protecting relationships', 'Maintaining harmony', 'Social anxiety', 'Difficulty expressing emotions', 'Inability to articulate thoughts', 'Overthinking', 'Groupthink', 'Influence of dominant opinions']"
2024-225223;why we should not change free speech priviledges;"['Protects minority voices, dissenting views', 'Necessary for challenging power structures', 'Underpins democratic principles, accountability', 'Promotes dynamic society, innovation', 'Tolerates diverse viewpoints, even offensive ones', 'Slippery slope to further restrictions', 'Chilling effect on legitimate speech', 'Erosion of public discourse', 'Loss of accountability for powerful entities', 'Prevents suppression of criticism', 'Enables political action, resistance', 'Strengthens democracy, individual liberty', 'Inhibits government overreach', 'Informed citizenry, engaged participation', 'Safeguards against government oppression', 'Essential for a functioning democracy', 'Allows criticism of government', 'Prevents dehumanization', 'Protects against tyranny', 'Facilitates social progress', 'Prevents societal stagnation', 'Maintains open dialogue', 'Fosters intellectual growth', 'Supports self-governance', 'Guards against misinformation', 'Promotes truth-seeking', 'Encourages critical thinking', 'Safeguards against manipulation']"
2024-215833;why did notoriety get taken down;"['Popularity of Among Us', 'Confusion with Among Us update', 'Reduced confusion', 'Secret development', 'Lack of following', 'Server resource constraints', 'Quietly dropped', 'Removed download links']"
2024-28144;does social psychology rely heavily on anecdotal evidence;"['Social psychology primarily uses empirical evidence, not anecdotes.', 'Researchers use controlled experiments and rigorous methods.', 'Anecdotal evidence is weak, subjective, and lacks rigor.', 'Anecdotes may inspire hypotheses but cannot confirm them.', 'Empirical research is preferred over anecdotal evidence.', 'Social psychology focuses on measurable behaviors and attitudes.', 'Social psychology aims for generalizable findings, not isolated cases.', 'Controlled studies are crucial for establishing causal relationships.', 'Anecdotes are insufficient to prove general claims.', 'Overreliance on anecdotes is a logical fallacy.', 'Social psychology uses scientific methods for objective conclusions.', 'Testimonials are not considered scientific evidence.']"
2024-41576;how does justice applies in the context of work;"['Fair treatment is crucial for workplace justice.', 'Equitable rewards and just processes are essential.', 'Procedural justice ensures fair processes.', 'Distributive justice demands equitable resource allocation.', 'Interactional justice necessitates respectful treatment.', 'Workplace justice fosters morale and productivity.', 'Impartial decisions and equal opportunities are key.', 'Addressing injustice improves the work environment.', 'Consistent rules and fair grievance procedures build trust.', 'Organizational justice impacts employee commitment.', 'Fair exchanges between employers and employees are fundamental.', 'Ethical leadership fosters justice and a positive environment.', 'Employment law protects employee rights and ensures fair treatment.', 'Discrimination violates workplace equity and equality.', 'Fair wages and safe working conditions are essential.', 'Justice demands fair treatment regardless of background.', 'Transparency and equity build commitment and trust.', 'Ethical behavior is crucial for workplace justice.', 'Equity and equality are central to workplace justice.', 'Employee voice and appeal opportunities are vital.', 'Perceived inequity impacts employee behavior.', 'Corporate social responsibility enhances justice.', 'Fairness is broader than legal compliance.', 'Substantive justice: fair laws; Formal justice: fair application.', 'Equity: equal opportunity; Equality: equal treatment.', 'Distributive, procedural, interactional justice components.']"
2024-35485;how did cnn lose credibility;"['Chris Cuomo scandal', 'Questionable reporting practices', 'Bias accusations', 'Negative Trump coverage', 'Lack of objectivity', 'Controversial analysts', 'Misleading headlines', 'Failed fact checks', 'Retracted stories', 'Increased opinion programming', 'Appealing to audience biases', 'Lowered trust among Republicans', 'Inconsistent reporting', 'Ratings decline', 'Loss of viewers post-Trump', 'Focus on profits', 'Sarah Isgur Flores hiring', 'Lack of transparency']"
2024-190455;which are effective techniques for seeking more information?;"['Ask open-ended questions', 'Use probing questions', 'Consult experts', 'Prioritize reliable sources', 'Consider various sources', 'Seek diverse perspectives', 'Analyze information', 'Synthesize information', 'Investigate thoroughly', 'Verify information reliability', 'Assess information accuracy', 'Use multiple search engines', 'Develop effective keywords', 'Refine search techniques', 'Employ advanced search operators', 'Use questionnaires', 'Examine documents', 'Address authoritative sources', 'Check cached links', 'Use Internet Archive', 'Utilize news search', 'Engage actively', 'Process verbal and nonverbal data', 'Identify biases', 'Use descriptive search terms', 'Ask clarifying questions', 'Relate new to existing knowledge', 'Patient methodical approach']"
2024-129062;what can people do to show that they have changed;"['Demonstrate consistent positive change', 'Let actions speak louder than words', 'Make amends for past hurts', 'Show sincere remorse', 'Avoid repeating past mistakes', 'Be accountable for actions', 'Show understanding of impact', 'Communicate commitment to change', 'Request feedback on progress', 'Be honest and reliable', 'Respect boundaries', 'Show concrete proof of change', 'Offer restitution', 'Demonstrate a change of heart', 'Work towards self-improvement', 'Set realistic goals', 'Take daily action towards goals', 'Focus on long-term consistent change', 'Acknowledge past wrongs', 'Treat others differently', 'Show empathy', 'Over-communicate', 'Meet face-to-face', 'Be positive', 'Encourage social interactions', 'Seek support', 'Express true feelings', 'Alter relationship to change', 'Practice self-love']"
2024-33513;how can good self-esteem help you through difficult situations?;"['Increased resilience', 'Enhanced coping mechanisms', 'Improved problem-solving', 'Better emotional regulation', 'Increased self-efficacy', 'More optimistic outlook', 'Reduced negative self-talk', 'Greater self-acceptance', 'Improved decision-making', 'Reduced avoidance of problems', 'Increased confidence', 'Positive self-perception', 'Greater self-compassion', 'Maintaining motivation', 'View challenges as opportunities', 'Bounce back from adversity', 'Handle tough times better', 'Control emotional responses', 'Focus on strengths', 'Practice self-compassion', 'Learn from mistakes', 'Seek solutions', 'Appreciate strengths', 'Confidently solve problems']"
2024-32817;how are those in power contributing to marginalization?;"['Policies marginalize specific groups', 'Systemic oppression reinforces inequality', 'Economic exploitation benefits powerful groups', 'Political power shapes resource allocation', 'Bias in justice system targets minorities', 'Unequal resource distribution perpetuates poverty', 'Power imbalances perpetuate marginalization', 'Wealthy influence policy to maintain power', 'Discrimination limits opportunities', 'Cultural imperialism establishes norms', 'Algorithmic bias favors dominant groups', 'Media bias reinforces stereotypes', 'Lack of access to education and healthcare', 'Marginalization embedded in power structures', 'Dominant groups create normative perspectives', 'Lack of representation hinders progress', 'Colonization created lasting wealth disparities', 'Microaggressions perpetuate marginalization']"
2024-214483;why are teachers always willing to help students?;"['Desire to make a difference', 'Dedication to student success', 'Promoting student growth and development', 'High expectations and belief in student potential', 'Empathy and care for student well-being', 'Intrinsic rewards from student success', 'Mentoring and guiding students', 'Addressing student needs beyond academics', 'Building strong teacher-student relationships', 'Passion for teaching and learning', 'Supporting student motivation', 'Addressing learning challenges', 'Creating a positive and supportive learning environment', 'Going above and beyond for students', 'Role modeling', 'Celebrating student achievements', 'Hope for student progress', 'Evidence-based teaching practices']"
2024-223345;why is there a lot more adminstrative agencies;"['Increased government responsibilities', 'Congress delegates authority', 'Addressing complex societal problems', 'Agencies handle complex regulations', 'Growth of administrative state', 'Efficient regulation of modern complexities', 'Agencies enforce laws and regulations', 'Need for specialized expertise', 'Agencies address issues beyond legislature', 'Expansion of federal bureaucracy', 'Managing large-scale projects', 'Evolving societal needs', 'Response to societal crises', 'Demand for data and statistics', 'Specialized agency expertise', 'Growth of government services', 'Overlapping agency functions', 'Concerns about accountability and power', 'Executive and independent agencies differ', 'Congress maintains agency oversight', 'Independent agencies’ insulation', 'Enabling acts define agency authority', 'President’s appointment power', 'Political influence on agency policy', 'Agency autonomy and resource control', 'Regulated industries influence agencies', 'Concentrated benefits, dispersed costs']"
2024-217488;why do people feel watched;"['Evolutionary survival mechanism', 'Sensitivity to gaze', 'Amygdala response to perceived threat', 'Social anxiety', 'Stress', 'Hypervigilance', 'Paranoid cognition', 'Misinterpretation of stimuli', 'Self-consciousness', 'Spotlight effect', 'Incorrect assumption of being watched', 'Past trauma', 'Subconscious processing of visual cues', 'Peripheral vision detects subtle movements', 'Scopophobia']"
2024-214467;why are students protesting at columbia;"['Vietnam War opposition', 'University ties to military research', 'Racial discrimination', 'Student occupations and police brutality', 'Demand for divestment and institutional change', 'SDS involvement', 'Tuition increase']"
2024-113215;is the internet the enemy of progress?;"['Internet: double-edged sword, empowers and enslaves', 'Unprecedented access to information, democratized forum', 'Improved communication, global collaboration', 'Global connectivity fosters collaboration, economic growth', 'Enhanced productivity, economic growth', 'Internet fuels political change, collective action', 'Misinformation spreads rapidly, erodes trust', 'Online echo chambers, polarization, reduced critical thinking', 'Algorithm-driven feeds create filter bubbles', 'Potential for increased political polarization', 'Digital divide exacerbates inequality', 'Technological progress may leave some groups behind', 'Lack of real-world interaction, decreased empathy', 'Censorship slows progress, targets new ideas', 'Open web fosters progress, closed tech stifles innovation', 'Internet facilitates dangerous work automation', 'Global competition increases, forces innovation', 'Lower product prices due to optimized processes', 'Progress is an ideology, directionality depends on values', 'IoT improves lives, but also creates risks', 'Internet enables research, but also dangerous activities', 'Censorship is a double-edged sword', 'Internet use impacts thinking, attention span', 'Cybercrime, fraud, and other negative impacts exist', 'Internet use can lead to psychological trauma', 'Addiction to technology, mental health concerns', 'Erosion of privacy, surveillance concerns', 'Broadband control threatens democratic values', 'Government funding crucial for internet development', 'Internet access improves education, economic opportunities']"
2024-134964;what do democrats think about abortion;"['Most Democrats support abortion rights.', 'Access to safe, legal abortion is crucial.', 'Roe v. Wade is strongly supported.', 'Hyde Amendment repeal is a key goal.', 'Planned Parenthood funding is a priority.', 'Late-term abortion restrictions are opposed.', 'Abortion is healthcare, a human right.', 'Democrats advocate for expanding abortion access.', 'Public funding for abortions is debated.', 'Reducing unintended pregnancies is emphasized.', 'Support for abortion rights is widespread but not universal.', 'Intraparty disagreements exist on abortion access.', 'Some Democrats favor ""safe, legal, and rare"" abortions.', 'Federal funding for abortion is supported by most.', 'About one-third of Democrats are pro-life.']"
2024-19562;did the japanese do well in america regardless of hardships;"['Post-war economic success and global influence.', 'High educational achievement and economic success.', 'Success in business, labor, and politics.', '442nd Regimental Combat Team’s distinguished WWII service.', 'Resilience and perseverance despite internment camps.', 'Established thriving communities and cultural preservation.', 'Overcoming prejudice and anti-Japanese sentiment.', 'Significant contributions to US agriculture.', 'Hawaii’s deep-rooted presence and influence.', 'Internment camp experiences and lasting effects.', 'Loss of businesses and property during internment.', 'Japanese American contributions to WWII.', 'Pre-war agricultural success despite discriminatory laws.', 'Economic hardship and discrimination faced.', 'Gentlemen’s Agreement impact on immigration.']"
2024-219563;why free things have less percieved value;"['Price signals value; free lacks this signal.', 'Zero price effect: demand spikes, then perceived value drops.', 'Opportunity cost ignored with free items.', 'Free implies low quality, less perceived value.', 'No investment, less perceived value.', 'Lack of tangible cost reduces perceived worth.', 'No emotional investment in free items.', 'Free items create less commitment.', 'Scarcity increases perceived value; abundance decreases it.', 'Customer value = Benefits / Cost; free items skew this.', 'High price often implies high quality.', 'Time has value; free items waste it.']"
2024-22172;do conservatives believe in mental health;"['Conservatives hold diverse views on mental health.', 'Some conservatives support mental health initiatives.', 'Mental illness stigma exists in conservative communities.', 'Some conservatives oppose government funding for mental healthcare.', 'Some conservatives favor private mental healthcare.', 'Some link mental illness to moral failings or willpower.', 'Some believe mental illness is spiritual or a punishment.', 'Conservatives participated in opposing deinstitutionalization.', 'Some support safety nets for the mentally ill.', 'Some conservatives acknowledge mental health as a significant issue.', 'Conservatives may differ on treatment approaches.', 'Views vary on gun control related to mental health.', 'Some prioritize addressing mental health issues over gun control.', 'Some conservatives emphasize individual responsibility for mental health.', 'Conservatives may differ on the role of government in mental healthcare.']"
2024-34927;how city social media can propogate disparity;"['Unequal access to technology widens the gap.', 'Economic disparities limit online participation.', 'Wealthier neighborhoods dominate online discussions.', 'Algorithmic bias perpetuates discrimination.', 'Targeted advertising exacerbates divisions.', 'Misinformation disproportionately harms minorities.', 'Social media amplifies existing inequalities.', 'Online segregation mirrors offline disparities.', 'Lack of diverse voices perpetuates stereotypes.', 'Echo chambers reinforce biases, hindering empathy.', 'Social media fuels polarization and conflict.', 'Social media amplifies hate speech and harassment.', 'Confirmation bias limits exposure to diverse views.', 'Lack of digital literacy worsens inequality.', 'City social media policies can mitigate disparity.']"
2024-141453;what happens if evidence is lost?;"['Case dismissal or mistrial possible', 'Missing evidence weakens case significantly', 'Adverse inference drawn against responsible party', 'Sanctions possible; harsher if intentional', 'Spoliation claims if intentional destruction', 'Materiality of lost evidence is key', 'Chain of custody issues impact admissibility', 'Intent and prejudice considered when determining sanctions', 'Duty to preserve evidence; failure leads to sanctions', 'Secondary evidence may be admissible', 'Exculpatory evidence loss severely harms defense', 'Appeal rights may be affected', 'Harmless error analysis may apply']"
